item,mdl_no,courtlistener_url,subject_id,subject_definition,reached,express,party_direction,court_resolution,note_optional
281,3187,https://www.courtlistener.com/docket/73492845/,b2a_leadership,(b)(2)(A) whether leadership counsel should be appointed,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
282,3187,https://www.courtlistener.com/docket/73492845/,b2a_timing,(b)(2)(A)(i) the timing of the appointments,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
283,3187,https://www.courtlistener.com/docket/73492845/,b2a_structure,(b)(2)(A)(ii) the structure of leadership counsel,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
284,3187,https://www.courtlistener.com/docket/73492845/,b2a_selection_procedure,(b)(2)(A)(iii) the procedure for selecting leadership,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
285,3187,https://www.courtlistener.com/docket/73492845/,b2a_periodic_review,(b)(2)(A)(iii) whether the appointments should be reviewed periodically,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
286,3187,https://www.courtlistener.com/docket/73492845/,b2a_responsibilities,(b)(2)(A)(iv) their responsibilities and authority,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
287,3187,https://www.courtlistener.com/docket/73492845/,b2a_communication,(b)(2)(A)(v) methods for communicating with and reporting to the court and nonleadership counsel,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
288,3187,https://www.courtlistener.com/docket/73492845/,b2a_nonleadership_limits,(b)(2)(A)(vi) any limits on activity by nonleadership counsel,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
289,3187,https://www.courtlistener.com/docket/73492845/,b2a_compensation,(b)(2)(A)(vii) whether and when to establish a means for compensating leadership counsel,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
290,3187,https://www.courtlistener.com/docket/73492845/,b2b_vacate_modify,(b)(2)(B) previously entered orders that should be vacated or modified,TRUE,TRUE,TRUE,TRUE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
291,3187,https://www.courtlistener.com/docket/73492845/,b2c_conference_schedule,,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
292,3187,https://www.courtlistener.com/docket/73492845/,b2d_direct_filing,(b)(2)(D) how to manage the direct filing of new actions,TRUE,TRUE,TRUE,TRUE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
293,3187,https://www.courtlistener.com/docket/73492845/,b2e_related_actions,(b)(2)(E) related actions elsewhere and methods for coordinating,TRUE,TRUE,TRUE,TRUE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
294,3187,https://www.courtlistener.com/docket/73492845/,b3a_consolidated_pleadings,(b)(3)(A) whether consolidated pleadings should be prepared,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
295,3187,https://www.courtlistener.com/docket/73492845/,b3b_factual_basis_exchange,(b)(3)(B) how and when the parties will exchange information about the factual bases,TRUE,TRUE,TRUE,TRUE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9. R1: the order ties factual-basis exchange to stayed Rule 26 machinery.
296,3187,https://www.courtlistener.com/docket/73492845/,b3c_discovery,"(b)(3)(C) discovery, including any difficult issues",TRUE,TRUE,TRUE,TRUE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
297,3187,https://www.courtlistener.com/docket/73492845/,b3d_pretrial_motions,,TRUE,TRUE,TRUE,TRUE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9. R2: the order fixes motion timing.
298,3187,https://www.courtlistener.com/docket/73492845/,b3e_settlement_facilitation,(b)(3)(E) measures to facilitate resolving some or all actions,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
299,3187,https://www.courtlistener.com/docket/73492845/,b3f_magistrate_master,(b)(3)(F) referral to a magistrate judge or a master,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
300,3187,https://www.courtlistener.com/docket/73492845/,b3g_principal_issues,(b)(3)(G) the principal factual and legal issues likely to be presented,TRUE,TRUE,TRUE,FALSE,Closure test/R5: same-day nunc pro tunc ECF 10 included with anchor ECF 9.
